order_id,customer_id,sku,quantity,revenue_usd,order_date
O0003303,C00983,SKU-0010,1,56.93,2024-03-20
O0004346,C00757,SKU-0092,7,283.40,2024-03-14
O0003274,C00668,SKU-0012,8,1087.94,2024-03-25
O0003978,C00923,SKU-0042,1,164.35,2024-03-25
O0004139,C00761,SKU-0083,1,410.95,2024-03-09
O0003723,C00563,SKU-0110,6,148.96,2024-03-16
O0004614,C00029,SKU-0032,7,1214.87,2024-03-03
O0004654,C00392,SKU-0097,1,284.50,2024-03-14
O0004491,C00341,SKU-0112,4,229.79,2024-03-26
O0004114,C00912,SKU-0056,8,3441.73,2024-03-01
O0004594,C00518,SKU-0134,2,929.06,2024-03-29
O0004716,C00731,SKU-0052,4,124.59,2024-03-25
O0004240,C00486,SKU-0057,2,653.12,2024-03-21
O0003559,C00934,SKU-0081,6,820.68,2024-03-24
O0003829,C01041,SKU-0116,2,684.87,2024-03-14
O0004431,C00117,SKU-0023,3,565.44,2024-03-28
O0004251,C00831,SKU-0034,4,589.54,2024-03-05
O0004124,C00984,SKU-0113,5,430.60,2024-03-21
O0003805,C00445,SKU-0009,6,918.54,2024-03-24
O0004428,C00419,SKU-0012,7,876.30,2024-03-20
O0003995,C01024,SKU-0060,7,3243.22,2024-03-03
O0004457,C00989,SKU-0015,7,2034.64,2024-03-10
O0004200,C00854,SKU-0104,8,1705.47,2024-03-07
O0003325,C00078,SKU-0107,4,756.06,2024-03-22
O0003928,C00558,SKU-0066,4,1681.21,2024-03-09
O0003727,C01056,SKU-0058,4,1670.48,2024-03-30
O0003264,C00903,SKU-0147,1,44.46,2024-03-30
O0004451,C00521,SKU-0087,7,2401.66,2024-03-18
O0004429,C00194,SKU-0128,8,2980.87,2024-03-18
O0004278,C00067,SKU-0025,2,404.85,2024-03-23
O0004604,C00213,SKU-0044,2,360.29,2024-03-04
O0004405,C00275,SKU-0103,3,888.66,2024-03-18
O0003250,C00209,SKU-0069,6,1896.65,2024-03-09
O0004629,C00669,SKU-0012,6,780.28,2024-03-13
O0003671,C00916,SKU-0077,6,2906.06,2024-03-06
O0004134,C01173,SKU-0090,3,802.89,2024-03-11
O0004407,C00241,SKU-0125,8,3308.18,2024-03-12
O0003942,C00904,SKU-0065,4,1255.11,2024-03-30
O0003574,C00762,SKU-0096,2,122.22,2024-03-17
O0004660,C00056,SKU-0001,7,350.43,2024-03-22
O0004312,C01223,SKU-0025,3,611.73,2024-03-25
O0004442,C00029,SKU-0140,3,1031.45,2024-03-06
O0004214,C00871,SKU-0010,6,327.30,2024-03-29
O0004323,C00961,SKU-0138,4,420.69,2024-03-24
O0003205,C00442,SKU-0132,3,1183.05,2024-03-15
O0004317,C00770,SKU-0121,8,1202.59,2024-03-28
O0003695,C00115,SKU-0106,3,636.30,2024-03-24
O0004357,C00850,SKU-0029,7,2748.79,2024-03-23
O0004094,C00521,SKU-0137,1,398.11,2024-03-30
O0004033,C01031,SKU-0075,7,1397.55,2024-03-13
O0003744,C00052,SKU-0087,2,788.95,2024-03-22
O0004649,C00373,SKU-0107,4,835.18,2024-03-05
O0004077,C00496,SKU-0058,2,730.41,2024-03-22
O0004287,C00550,SKU-0066,6,2620.74,2024-03-10
O0003249,C00382,SKU-0069,5,1744.53,2024-03-02
O0004345,C00954,SKU-0037,7,963.06,2024-03-24
O0003937,C00596,SKU-0086,2,626.37,2024-03-11
O0004179,C00870,SKU-0104,7,1484.76,2024-03-09
O0004692,C01007,SKU-0013,8,3082.65,2024-03-16
O0003297,C00782,SKU-0045,8,46.56,2024-03-01
O0004544,C00385,SKU-0062,7,355.87,2024-03-23
O0003874,C00947,SKU-0041,8,656.59,2024-03-22
O0003628,C01057,SKU-0149,4,336.40,2024-03-29
O0003419,C00222,SKU-0140,3,1055.84,2024-03-27
O0004704,C00735,SKU-0060,4,1837.79,2024-03-03
O0004359,C00077,SKU-0064,8,2105.23,2024-03-12
O0003678,C00645,SKU-0080,6,2206.78,2024-03-04
O0003701,C00655,SKU-0008,2,326.52,2024-03-02
O0004031,C00738,SKU-0087,7,2584.90,2024-03-04
O0004628,C00325,SKU-0124,2,209.47,2024-03-04
O0003432,C00818,SKU-0099,3,1261.46,2024-03-08
O0004514,C00130,SKU-0017,4,1889.25,2024-03-09
O0004018,C00177,SKU-0018,1,138.64,2024-03-20
O0004700,C00434,SKU-0101,4,1393.16,2024-03-09
O0004253,C00997,SKU-0036,1,59.81,2024-03-07
O0003738,C01128,SKU-0038,8,2529.60,2024-03-03
O0003716,C00127,SKU-0065,6,1811.81,2024-03-25
O0004778,C01004,SKU-0081,6,819.68,2024-03-03
O0004694,C00257,SKU-0078,1,450.58,2024-03-19
O0003625,C00337,SKU-0032,1,188.41,2024-03-22
O0003664,C00550,SKU-0037,4,509.08,2024-03-26
O0004587,C00490,SKU-0010,4,244.98,2024-03-17
O0004324,C00797,SKU-0087,6,2185.80,2024-03-01
O0004737,C01079,SKU-0051,8,1934.78,2024-03-25
O0004675,C00946,SKU-0096,7,386.10,2024-03-22
O0003612,C00536,SKU-0027,2,647.25,2024-03-02
O0003231,C00895,SKU-0130,3,1096.89,2024-03-09
O0003363,C00418,SKU-0035,1,377.65,2024-03-20
O0004178,C00107,SKU-0023,5,958.00,2024-03-24
O0004399,C00875,SKU-0059,8,3346.72,2024-03-15
O0003471,C01175,SKU-0119,2,339.37,2024-03-24
O0004777,C00245,SKU-0058,4,1599.80,2024-03-30
O0004719,C00095,SKU-0033,7,468.83,2024-03-23
O0004097,C00438,SKU-0146,1,499.08,2024-03-18
O0003549,C00695,SKU-0021,4,1377.97,2024-03-21
O0003654,C01077,SKU-0148,3,634.60,2024-03-23
O0004575,C01088,SKU-0021,7,2367.69,2024-03-22
O0004111,C00667,SKU-0069,3,907.84,2024-03-06
O0003482,C01171,SKU-0022,5,1299.68,2024-03-19
O0004633,C00784,SKU-0129,6,2234.87,2024-03-31
O0003439,C01148,SKU-0030,3,1247.01,2024-03-27
O0003441,C00360,SKU-0052,6,175.61,2024-03-27
O0003907,C00985,SKU-0141,3,1424.82,2024-03-25
O0003492,C00460,SKU-0025,1,213.39,2024-03-18
O0003972,C00752,SKU-0130,4,1331.04,2024-03-20
O0003878,C00647,SKU-0117,7,2259.73,2024-03-20
O0004301,C00601,SKU-0149,7,599.30,2024-03-27
O0004515,C00925,SKU-0081,6,815.54,2024-03-30
O0003610,C00841,SKU-0090,8,2057.99,2024-03-11
O0003381,C00947,SKU-0135,1,11.59,2024-03-03
O0004547,C01151,SKU-0077,2,902.17,2024-03-15
O0004226,C00179,SKU-0134,3,1415.59,2024-03-02
O0003269,C00098,SKU-0054,4,31.77,2024-03-02
O0003891,C00353,SKU-0116,4,1335.24,2024-03-10
O0004618,C00868,SKU-0019,4,396.61,2024-03-09
O0004355,C01169,SKU-0120,3,1356.91,2024-03-21
O0003577,C00201,SKU-0026,6,1244.10,2024-03-30
O0004331,C00494,SKU-0138,2,207.74,2024-03-22
O0003765,C00255,SKU-0052,2,63.65,2024-03-04
O0003743,C00859,SKU-0052,8,229.40,2024-03-05
O0004444,C00389,SKU-0131,5,1833.17,2024-03-05
O0004483,C00597,SKU-0094,8,2192.01,2024-03-04
O0004658,C00786,SKU-0129,7,2408.89,2024-03-26
O0004029,C00440,SKU-0116,6,1944.44,2024-03-22
O0004271,C01242,SKU-0020,7,1112.65,2024-03-30
O0003221,C00200,SKU-0015,5,1493.91,2024-03-15
O0003853,C00696,SKU-0037,7,914.07,2024-03-22
O0004107,C00141,SKU-0136,2,185.24,2024-03-27
O0003647,C01043,SKU-0139,8,1206.46,2024-03-03
O0003821,C00690,SKU-0129,6,2204.52,2024-03-15
O0004151,C00343,SKU-0020,7,1059.46,2024-03-26
O0003337,C00764,SKU-0062,4,181.98,2024-03-28
O0004638,C01100,SKU-0045,2,10.92,2024-03-12
O0003341,C00581,SKU-0036,4,228.42,2024-03-26
O0003289,C00357,SKU-0141,2,892.66,2024-03-21
O0003477,C00123,SKU-0002,8,2392.44,2024-03-16
O0003304,C01053,SKU-0013,4,1682.07,2024-03-13
O0004622,C00001,SKU-0064,2,507.71,2024-03-23
O0004109,C00890,SKU-0113,5,428.74,2024-03-13
O0004739,C00769,SKU-0012,8,998.22,2024-03-14
O0003329,C00412,SKU-0044,5,828.29,2024-03-10
O0003927,C00557,SKU-0035,6,2412.54,2024-03-29
O0004288,C00612,SKU-0062,3,133.27,2024-03-11
O0003292,C00025,SKU-0124,2,231.98,2024-03-08
O0004537,C00749,SKU-0051,1,228.58,2024-03-16
O0004100,C00592,SKU-0132,5,1882.67,2024-03-09
O0004086,C01187,SKU-0134,2,842.09,2024-03-01
O0003667,C00395,SKU-0065,7,1984.69,2024-03-17
O0004646,C00569,SKU-0017,7,3070.71,2024-03-07
O0004788,C00195,SKU-0118,1,223.15,2024-03-24
O0003573,C00108,SKU-0104,2,414.26,2024-03-29
O0004074,C00591,SKU-0070,8,3813.04,2024-03-12
O0003484,C00108,SKU-0015,8,2272.27,2024-03-09
O0003314,C00027,SKU-0123,5,884.35,2024-03-16
O0004384,C00806,SKU-0132,1,399.50,2024-03-07
O0003696,C00409,SKU-0031,6,1512.24,2024-03-24
O0003632,C00261,SKU-0088,1,101.56,2024-03-19
O0004463,C00897,SKU-0093,6,1418.18,2024-03-20
O0004733,C00282,SKU-0065,3,846.13,2024-03-31
O0003876,C00854,SKU-0136,5,475.04,2024-03-03
O0004143,C01016,SKU-0131,1,406.09,2024-03-31
O0003301,C00648,SKU-0072,8,4073.74,2024-03-24
O0004710,C01184,SKU-0002,6,1787.99,2024-03-12
O0003852,C00570,SKU-0086,3,1070.58,2024-03-30
O0003578,C00708,SKU-0087,6,2358.40,2024-03-06
O0003799,C01139,SKU-0074,1,177.81,2024-03-27
O0004034,C00101,SKU-0143,6,1909.02,2024-03-08
O0004141,C01213,SKU-0097,5,1424.84,2024-03-14
O0003953,C00793,SKU-0079,2,17.10,2024-03-28
O0003649,C01160,SKU-0025,3,641.22,2024-03-02
O0004247,C00217,SKU-0024,8,3487.21,2024-03-03
O0003683,C00144,SKU-0024,3,1374.59,2024-03-22
O0004579,C00108,SKU-0061,2,191.93,2024-03-03
O0004354,C00142,SKU-0150,5,771.94,2024-03-29
O0003759,C00433,SKU-0070,2,907.62,2024-03-11
O0004333,C01019,SKU-0068,6,1097.32,2024-03-04
O0003604,C00401,SKU-0069,2,628.49,2024-03-19
O0004411,C01084,SKU-0017,3,1327.59,2024-03-23
O0004381,C01079,SKU-0148,1,196.13,2024-03-16
O0003981,C01051,SKU-0038,3,834.63,2024-03-27
O0004079,C00021,SKU-0042,8,1285.26,2024-03-04
O0003828,C00573,SKU-0076,1,136.33,2024-03-20
O0003798,C01181,SKU-0113,3,265.98,2024-03-09
O0003706,C00565,SKU-0096,1,58.45,2024-03-14
O0003346,C00445,SKU-0039,5,2413.01,2024-03-09
O0004509,C00034,SKU-0030,3,1263.89,2024-03-25
O0003843,C00094,SKU-0027,6,1765.86,2024-03-10
O0003836,C00738,SKU-0115,8,1902.08,2024-03-12
O0004283,C00423,SKU-0081,5,665.42,2024-03-07
O0003889,C00425,SKU-0126,4,787.83,2024-03-10
O0004113,C00001,SKU-0102,4,1550.40,2024-03-01
O0004651,C00282,SKU-0013,2,750.52,2024-03-13
O0004320,C00546,SKU-0083,4,1696.28,2024-03-19
O0003602,C00474,SKU-0002,4,1242.06,2024-03-17
O0004768,C01160,SKU-0070,5,2082.17,2024-03-21
O0004477,C00184,SKU-0139,1,158.76,2024-03-16
O0003238,C00713,SKU-0101,5,1822.37,2024-03-14
O0003641,C01139,SKU-0134,6,2854.96,2024-03-03
O0003698,C00431,SKU-0066,7,2981.18,2024-03-30
O0003216,C01059,SKU-0041,1,86.88,2024-03-31
O0004011,C00498,SKU-0126,7,1482.63,2024-03-26
O0003626,C00711,SKU-0132,4,1591.28,2024-03-31
O0003449,C00818,SKU-0132,5,1795.38,2024-03-19
O0003919,C00310,SKU-0121,6,888.09,2024-03-25
O0003460,C00883,SKU-0046,5,634.75,2024-03-18
O0003433,C00971,SKU-0113,6,555.35,2024-03-24
O0003796,C00439,SKU-0139,4,650.39,2024-03-17
O0004352,C00492,SKU-0027,6,1785.07,2024-03-13
O0004227,C00400,SKU-0140,1,324.52,2024-03-26
O0003804,C00828,SKU-0106,7,1479.57,2024-03-21
O0003265,C00039,SKU-0121,3,407.81,2024-03-11
O0004774,C00075,SKU-0044,8,1385.14,2024-03-28
O0003925,C00307,SKU-0063,6,1098.09,2024-03-13
O0004497,C00765,SKU-0064,2,522.81,2024-03-15
O0003373,C00655,SKU-0038,5,1499.04,2024-03-20
O0003860,C00455,SKU-0136,2,182.46,2024-03-10
O0003402,C00619,SKU-0146,1,463.35,2024-03-26
O0003680,C01164,SKU-0131,4,1464.28,2024-03-30
O0003922,C00881,SKU-0141,4,1717.29,2024-03-14
O0004598,C01195,SKU-0129,5,1812.60,2024-03-02
O0004613,C00327,SKU-0055,4,390.16,2024-03-14
O0004267,C00520,SKU-0097,6,1692.42,2024-03-01
O0004450,C01199,SKU-0065,2,560.60,2024-03-22
O0004275,C00874,SKU-0128,6,2239.00,2024-03-29
O0003591,C01243,SKU-0095,3,950.80,2024-03-07
O0004503,C00303,SKU-0116,6,2124.82,2024-03-22
O0004799,C00276,SKU-0027,1,312.64,2024-03-07
O0004549,C01153,SKU-0011,5,2403.53,2024-03-17
O0003538,C00962,SKU-0089,8,1877.08,2024-03-29
O0003807,C00243,SKU-0014,1,135.58,2024-03-03
O0003618,C01055,SKU-0062,4,185.62,2024-03-08
O0003951,C00899,SKU-0043,4,355.49,2024-03-26
O0003773,C00951,SKU-0004,1,339.40,2024-03-28
O0003810,C00696,SKU-0058,3,1118.38,2024-03-17
O0003480,C00639,SKU-0113,1,92.07,2024-03-13
O0004091,C00529,SKU-0021,6,2120.76,2024-03-12
O0004636,C00558,SKU-0108,1,164.62,2024-03-30
O0004260,C00739,SKU-0100,4,291.77,2024-03-21
O0003539,C00191,SKU-0098,3,1494.31,2024-03-11
O0004167,C00156,SKU-0102,3,1141.60,2024-03-15
O0003990,C00569,SKU-0044,1,166.19,2024-03-18
O0003235,C01182,SKU-0145,1,137.45,2024-03-06
O0003418,C00007,SKU-0045,2,11.50,2024-03-18
O0003931,C00524,SKU-0134,1,462.12,2024-03-28
O0003956,C00638,SKU-0119,5,793.38,2024-03-03
O0003717,C00264,SKU-0050,1,5.21,2024-03-04
O0004745,C00342,SKU-0063,8,1420.78,2024-03-21
O0004259,C00117,SKU-0050,3,16.20,2024-03-29
O0004282,C00420,SKU-0005,2,773.22,2024-03-01
O0003650,C00963,SKU-0029,8,3319.07,2024-03-27
O0004363,C00293,SKU-0067,8,1284.41,2024-03-25
O0004158,C01151,SKU-0009,2,315.22,2024-03-24
O0003584,C01013,SKU-0133,6,1604.47,2024-03-18
O0004647,C01025,SKU-0117,3,900.77,2024-03-28
O0003305,C00663,SKU-0146,5,2264.08,2024-03-03
O0003638,C00988,SKU-0114,2,567.50,2024-03-27
O0003720,C00780,SKU-0136,8,682.52,2024-03-30
O0003974,C00072,SKU-0149,1,85.46,2024-03-21
O0004147,C00329,SKU-0129,8,3020.87,2024-03-11
O0004318,C00232,SKU-0009,5,842.35,2024-03-18
O0003389,C01059,SKU-0024,7,3033.80,2024-03-22
O0003571,C00106,SKU-0049,7,920.10,2024-03-14
O0003420,C01151,SKU-0093,2,517.93,2024-03-05
O0004144,C00602,SKU-0149,6,458.18,2024-03-05
O0004053,C01009,SKU-0089,1,238.91,2024-03-30
O0003742,C00170,SKU-0125,5,2184.58,2024-03-05
O0004070,C00334,SKU-0005,1,394.56,2024-03-31
O0003670,C00513,SKU-0150,5,719.66,2024-03-02
O0003203,C00716,SKU-0146,2,946.20,2024-03-07
O0004569,C00548,SKU-0064,6,1659.34,2024-03-02
O0003377,C00390,SKU-0088,6,541.88,2024-03-17
O0003780,C00870,SKU-0143,1,280.08,2024-03-28
O0004337,C01190,SKU-0008,5,811.50,2024-03-04
O0004303,C00168,SKU-0001,5,270.82,2024-03-09
O0004344,C00769,SKU-0086,1,330.39,2024-03-19
O0003666,C00990,SKU-0028,3,1310.56,2024-03-02
O0004336,C00780,SKU-0137,3,1166.53,2024-03-25
O0004496,C01147,SKU-0136,1,84.71,2024-03-19
O0003398,C00886,SKU-0004,2,695.20,2024-03-31
O0003521,C00925,SKU-0122,2,835.10,2024-03-27
O0003940,C00211,SKU-0125,6,2709.79,2024-03-26
O0004663,C00085,SKU-0139,6,928.78,2024-03-01
O0004125,C00376,SKU-0015,1,276.56,2024-03-06
O0004751,C01196,SKU-0019,4,402.84,2024-03-15
O0004059,C00665,SKU-0068,3,544.69,2024-03-24
O0004475,C01076,SKU-0130,7,2257.99,2024-03-09
O0004499,C00342,SKU-0042,3,528.36,2024-03-15
O0004445,C01078,SKU-0104,1,193.85,2024-03-28
O0003848,C00807,SKU-0023,3,598.21,2024-03-11
O0004284,C00367,SKU-0090,4,969.51,2024-03-14
O0004630,C00434,SKU-0031,3,811.10,2024-03-08
O0003994,C00491,SKU-0111,1,117.62,2024-03-19
O0003525,C00969,SKU-0068,4,727.66,2024-03-03
O0003339,C00514,SKU-0132,1,363.86,2024-03-15
O0003858,C00750,SKU-0120,1,395.09,2024-03-29
O0004380,C00476,SKU-0065,4,1082.85,2024-03-08
O0003835,C00387,SKU-0144,1,404.94,2024-03-21
O0004427,C00464,SKU-0023,7,1314.75,2024-03-20
O0003437,C00010,SKU-0037,6,841.06,2024-03-30
O0003576,C01043,SKU-0021,4,1377.67,2024-03-23
O0004750,C00917,SKU-0030,6,2380.66,2024-03-29
O0004110,C00640,SKU-0137,7,2777.91,2024-03-24
O0003596,C01210,SKU-0071,7,1765.16,2024-03-21
O0004602,C01030,SKU-0113,2,171.16,2024-03-12
O0004365,C00506,SKU-0108,8,1290.85,2024-03-03
O0004052,C00965,SKU-0093,5,1239.13,2024-03-30
O0003802,C00521,SKU-0070,1,470.11,2024-03-27
O0004249,C00288,SKU-0126,2,415.80,2024-03-23
O0003887,C00555,SKU-0117,5,1501.00,2024-03-03
O0003812,C01188,SKU-0133,4,1015.18,2024-03-26
O0003601,C01182,SKU-0071,2,482.20,2024-03-18
O0003413,C00149,SKU-0069,2,681.13,2024-03-18
O0004585,C00015,SKU-0075,6,1259.63,2024-03-05
O0004332,C00317,SKU-0026,4,769.52,2024-03-08
O0003547,C00606,SKU-0057,2,661.34,2024-03-26
O0003350,C00269,SKU-0084,4,1414.21,2024-03-28
O0003722,C00355,SKU-0026,4,852.32,2024-03-06
O0004662,C00223,SKU-0091,8,2341.90,2024-03-14
O0004589,C00381,SKU-0149,2,153.29,2024-03-04
O0003275,C00269,SKU-0114,4,1228.73,2024-03-31
O0003241,C01226,SKU-0118,8,1649.92,2024-03-15
O0004135,C01166,SKU-0011,8,3868.51,2024-03-15
O0004546,C00091,SKU-0121,2,305.00,2024-03-20
O0004758,C00702,SKU-0040,4,1360.76,2024-03-03
O0004702,C00931,SKU-0134,7,3348.41,2024-03-24
O0004329,C01105,SKU-0087,8,2746.59,2024-03-14
O0003535,C00306,SKU-0145,2,289.10,2024-03-21
O0003756,C01079,SKU-0056,7,3015.41,2024-03-30
O0003775,C00987,SKU-0035,2,754.04,2024-03-01
O0004624,C00277,SKU-0025,6,1352.95,2024-03-13
O0003531,C00417,SKU-0044,7,1274.74,2024-03-27
O0004652,C00580,SKU-0078,8,3658.29,2024-03-03
O0003532,C00890,SKU-0111,5,584.43,2024-03-11
O0004533,C01217,SKU-0048,4,1267.12,2024-03-25
O0004689,C00020,SKU-0015,2,607.02,2024-03-12
O0004571,C00155,SKU-0004,8,2952.50,2024-03-21
O0004220,C00362,SKU-0120,1,415.04,2024-03-07
O0004512,C00068,SKU-0085,8,2548.59,2024-03-07
O0003926,C00263,SKU-0014,3,395.67,2024-03-09
O0004182,C00919,SKU-0142,1,11.41,2024-03-26
O0003201,C00409,SKU-0004,7,2536.98,2024-03-21
O0003913,C00857,SKU-0107,8,1691.52,2024-03-02
O0004516,C00822,SKU-0003,7,2907.03,2024-03-08
O0004377,C00261,SKU-0031,4,1137.13,2024-03-14
O0003568,C00135,SKU-0067,3,482.79,2024-03-23
O0004095,C00617,SKU-0145,6,757.93,2024-03-23
O0003486,C00962,SKU-0098,8,3668.21,2024-03-25
O0004298,C00913,SKU-0078,3,1256.84,2024-03-12
O0004517,C00093,SKU-0121,5,786.13,2024-03-28
O0004486,C00938,SKU-0079,2,16.99,2024-03-28
O0003567,C00563,SKU-0140,5,1632.58,2024-03-24
O0003607,C00441,SKU-0136,4,353.64,2024-03-04
O0003882,C00015,SKU-0029,4,1723.79,2024-03-28
O0004555,C00992,SKU-0139,1,159.01,2024-03-01
O0004590,C00004,SKU-0137,8,3479.05,2024-03-18
O0004454,C00255,SKU-0054,1,7.19,2024-03-17
O0003277,C01009,SKU-0099,2,777.23,2024-03-05
O0003510,C00749,SKU-0077,1,469.26,2024-03-08
O0003494,C00111,SKU-0046,1,118.63,2024-03-15
O0003529,C01063,SKU-0114,4,1245.55,2024-03-30
O0003318,C00744,SKU-0011,3,1379.49,2024-03-01
O0004126,C01064,SKU-0144,4,1796.39,2024-03-06
O0004063,C00442,SKU-0047,2,366.17,2024-03-06
O0004664,C00510,SKU-0114,3,846.56,2024-03-22
O0003226,C00569,SKU-0040,3,1080.70,2024-03-08
O0003883,C00402,SKU-0131,6,2410.38,2024-03-01
O0004756,C00815,SKU-0008,2,311.24,2024-03-22
O0004706,C00178,SKU-0031,6,1588.59,2024-03-11
O0004481,C01176,SKU-0135,2,22.17,2024-03-20
O0003358,C00294,SKU-0039,6,2976.66,2024-03-08
O0004225,C01065,SKU-0017,3,1386.01,2024-03-09
O0003468,C00431,SKU-0092,4,147.20,2024-03-06
O0003681,C00174,SKU-0004,2,704.14,2024-03-12
O0004127,C01228,SKU-0024,4,1800.61,2024-03-29
O0003333,C00382,SKU-0089,2,427.66,2024-03-27
O0004187,C00374,SKU-0144,4,1782.53,2024-03-23
O0004171,C00575,SKU-0110,1,23.06,2024-03-22
O0004426,C00457,SKU-0026,8,1639.23,2024-03-05
O0003608,C00076,SKU-0041,8,705.71,2024-03-01
O0004055,C00269,SKU-0007,3,1164.21,2024-03-18
O0003463,C00621,SKU-0126,4,901.42,2024-03-26
O0004159,C00066,SKU-0009,4,603.25,2024-03-18
O0003958,C00069,SKU-0052,4,121.01,2024-03-17
O0004146,C00617,SKU-0085,1,349.07,2024-03-02
O0003815,C00673,SKU-0055,2,206.38,2024-03-04
O0004448,C00322,SKU-0063,4,690.13,2024-03-25
O0004593,C00084,SKU-0139,7,1017.51,2024-03-17
O0003338,C00929,SKU-0005,8,3276.44,2024-03-27
O0004054,C01022,SKU-0087,3,1081.98,2024-03-08
O0004077,C00496,SKU-0058,2,730.41,2024-03-22
O0003445,C00524,SKU-0122,7,2781.34,2024-03-24
O0003945,C00678,SKU-0006,5,2100.30,2024-03-19
O0003950,C00050,SKU-0060,6,2653.30,2024-03-24
O0003782,C00111,SKU-0077,8,4097.13,2024-03-28
O0003844,C01005,SKU-0086,6,2134.73,2024-03-02
O0004763,C00292,SKU-0023,1,186.64,2024-03-28
O0003736,C01161,SKU-0010,6,332.29,2024-03-28
O0004453,C00738,SKU-0008,1,166.71,2024-03-10
O0004009,C00780,SKU-0037,5,683.96,2024-03-28
O0004375,C00072,SKU-0004,3,1082.42,2024-03-13
O0003613,C00541,SKU-0071,8,1962.76,2024-03-12
O0004714,C00662,SKU-0044,3,480.13,2024-03-04
O0003327,C00851,SKU-0009,4,639.30,2024-03-17
O0004373,C00599,SKU-0087,5,1704.44,2024-03-22
O0004446,C00556,SKU-0042,1,154.61,2024-03-23
O0004305,C00529,SKU-0066,3,1339.22,2024-03-04
O0004466,C00084,SKU-0049,4,550.90,2024-03-22
O0004223,C00162,SKU-0145,4,553.11,2024-03-31
O0003240,C00062,SKU-0083,5,2272.24,2024-03-21
O0003502,C00865,SKU-0018,5,755.52,2024-03-03
O0004040,C01138,SKU-0144,4,1620.31,2024-03-21
O0004037,C00538,SKU-0138,8,868.13,2024-03-30
O0003353,C00504,SKU-0035,7,2592.33,2024-03-16
O0004452,C00210,SKU-0056,5,2208.13,2024-03-01
O0004584,C00138,SKU-0008,2,319.99,2024-03-07
O0003712,C00299,SKU-0046,7,938.05,2024-03-02
O0004705,C00374,SKU-0055,5,481.24,2024-03-26
O0003786,C01191,SKU-0133,6,1658.88,2024-03-20
O0003918,C00542,SKU-0060,8,3639.91,2024-03-18
