order_id,customer_id,sku,quantity,revenue_usd,order_date
O0007918,C00194,SKU-0146,3,1356.56,2024-05-14
O0007613,C00906,SKU-0117,8,2581.06,2024-05-10
O0007345,C01068,SKU-0064,3,790.57,2024-05-08
O0007009,C00140,SKU-0020,7,1026.43,2024-05-13
O0007189,C00939,SKU-0032,8,1491.79,2024-05-01
O0006764,C00343,SKU-0073,2,804.92,2024-05-29
O0006970,C00641,SKU-0115,1,243.25,2024-05-01
O0007488,C00575,SKU-0082,1,246.22,2024-05-08
O0006571,C01120,SKU-0034,1,151.91,2024-05-16
O0007143,C00438,SKU-0066,2,943.92,2024-05-13
O0007079,C00699,SKU-0016,3,838.92,2024-05-10
O0007671,C00695,SKU-0012,1,120.41,2024-05-07
O0006735,C00999,SKU-0068,2,366.42,2024-05-09
O0006973,C00396,SKU-0139,5,773.69,2024-05-03
O0006812,C00713,SKU-0013,7,2614.03,2024-05-05
O0007513,C00157,SKU-0085,8,2724.33,2024-05-25
O0007514,C01085,SKU-0053,3,178.83,2024-05-28
O0007255,C00318,SKU-0026,8,1545.72,2024-05-15
O0006967,C00274,SKU-0131,8,2982.14,2024-05-14
O0007582,C00158,SKU-0106,8,1568.62,2024-05-29
O0006531,C00099,SKU-0121,5,738.40,2024-05-13
O0006407,C00394,SKU-0079,1,8.75,2024-05-27
O0007403,C00138,SKU-0044,1,163.18,2024-05-25
O0007580,C00943,SKU-0087,8,2780.51,2024-05-18
O0006505,C00942,SKU-0122,1,381.74,2024-05-03
O0007953,C00659,SKU-0145,6,754.63,2024-05-29
O0007553,C01116,SKU-0137,7,2794.24,2024-05-02
O0007148,C00775,SKU-0073,8,3186.04,2024-05-10
O0007388,C00303,SKU-0010,8,453.32,2024-05-28
O0006869,C00859,SKU-0030,4,1479.15,2024-05-05
O0007799,C00906,SKU-0072,7,3387.53,2024-05-04
O0007650,C01042,SKU-0027,6,1760.77,2024-05-18
O0006622,C00693,SKU-0088,3,300.27,2024-05-16
O0006750,C00259,SKU-0145,5,663.79,2024-05-02
O0007696,C00634,SKU-0014,6,868.74,2024-05-18
O0007769,C00665,SKU-0079,1,9.70,2024-05-18
O0006943,C00711,SKU-0122,3,1256.60,2024-05-23
O0007074,C01002,SKU-0088,3,312.63,2024-05-04
O0007505,C00857,SKU-0001,3,173.10,2024-05-14
O0006883,C00802,SKU-0141,8,3308.12,2024-05-27
O0006937,C01207,SKU-0130,5,1696.69,2024-05-18
O0006730,C00579,SKU-0091,5,1372.98,2024-05-19
O0007579,C00951,SKU-0030,8,2944.38,2024-05-16
O0007308,C00375,SKU-0048,1,337.76,2024-05-22
O0007774,C00893,SKU-0095,6,1742.13,2024-05-13
O0006732,C01023,SKU-0149,7,561.07,2024-05-02
O0006774,C00729,SKU-0109,8,2817.52,2024-05-07
O0007250,C01223,SKU-0107,6,1164.73,2024-05-23
O0006992,C00267,SKU-0114,1,292.27,2024-05-11
O0007664,C00632,SKU-0003,5,2100.57,2024-05-12
O0007471,C00413,SKU-0098,4,1962.58,2024-05-09
O0007209,C00528,SKU-0120,3,1344.60,2024-05-01
O0007610,C00986,SKU-0053,4,241.59,2024-05-06
O0007599,C00659,SKU-0129,2,694.33,2024-05-24
O0006866,C00379,SKU-0140,2,692.92,2024-05-04
O0007364,C01185,SKU-0015,7,2046.43,2024-05-08
O0007645,C00441,SKU-0115,2,479.15,2024-05-22
O0006584,C00601,SKU-0130,8,2946.21,2024-05-31
O0007895,C00231,SKU-0092,4,152.73,2024-05-07
O0007688,C00660,SKU-0054,2,14.02,2024-05-09
O0006476,C00374,SKU-0093,1,251.08,2024-05-21
O0007737,C00832,SKU-0052,6,175.77,2024-05-18
O0007237,C00109,SKU-0080,5,2058.39,2024-05-21
O0007017,C01077,SKU-0099,6,2217.74,2024-05-20
O0007267,C00859,SKU-0027,4,1265.76,2024-05-31
O0007881,C00983,SKU-0007,6,2327.13,2024-05-06
O0007290,C00901,SKU-0144,2,837.64,2024-05-04
O0007034,C00484,SKU-0130,6,2024.46,2024-05-26
O0007600,C00253,SKU-0011,6,2953.66,2024-05-10
O0007848,C00455,SKU-0107,6,1142.87,2024-05-24
O0007790,C00639,SKU-0082,8,1897.34,2024-05-15
O0006511,C00017,SKU-0088,3,290.18,2024-05-04
O0007546,C00325,SKU-0138,1,100.39,2024-05-29
O0007068,C00355,SKU-0099,7,2885.96,2024-05-10
O0006568,C00902,SKU-0128,5,1800.67,2024-05-04
O0007786,C00461,SKU-0032,5,906.44,2024-05-13
O0007497,C00718,SKU-0117,7,2127.13,2024-05-13
O0007214,C00954,SKU-0144,2,855.08,2024-05-19
O0007222,C00230,SKU-0044,5,806.06,2024-05-29
O0007064,C01218,SKU-0076,7,992.66,2024-05-07
O0006698,C00684,SKU-0009,4,686.82,2024-05-01
O0007509,C00024,SKU-0137,3,1190.60,2024-05-01
O0007962,C00569,SKU-0123,6,961.19,2024-05-13
O0007828,C01049,SKU-0067,8,1386.98,2024-05-28
O0006924,C00842,SKU-0010,1,60.78,2024-05-18
O0007679,C00297,SKU-0133,1,262.19,2024-05-09
O0007868,C00516,SKU-0133,7,1916.91,2024-05-21
O0006558,C00119,SKU-0045,4,24.22,2024-05-11
O0007556,C00993,SKU-0134,1,475.67,2024-05-03
O0007447,C00255,SKU-0087,7,2608.58,2024-05-15
O0007811,C00814,SKU-0125,5,2061.99,2024-05-21
O0007467,C01090,SKU-0007,7,2999.81,2024-05-18
O0007557,C00684,SKU-0070,1,435.37,2024-05-28
O0007907,C00061,SKU-0002,6,1819.47,2024-05-06
O0007045,C00450,SKU-0128,7,2799.67,2024-05-24
O0007712,C00935,SKU-0022,7,1679.39,2024-05-08
O0007789,C00911,SKU-0049,8,1170.57,2024-05-21
O0007479,C00651,SKU-0028,5,2166.79,2024-05-15
O0006766,C00873,SKU-0003,4,1576.99,2024-05-29
O0007968,C00326,SKU-0073,1,419.78,2024-05-22
O0006837,C00898,SKU-0141,2,909.31,2024-05-13
O0007393,C00806,SKU-0044,2,318.33,2024-05-02
O0007379,C00243,SKU-0003,1,410.71,2024-05-14
O0006879,C00002,SKU-0115,3,680.09,2024-05-21
O0006595,C00729,SKU-0038,7,2115.87,2024-05-05
O0007999,C00746,SKU-0027,7,2076.02,2024-05-19
O0006640,C01038,SKU-0046,8,1054.93,2024-05-07
O0007624,C00390,SKU-0097,7,1790.45,2024-05-17
O0006457,C00208,SKU-0012,6,769.18,2024-05-02
O0006940,C00429,SKU-0005,1,397.55,2024-05-21
O0006743,C01101,SKU-0008,2,306.90,2024-05-07
O0006608,C01187,SKU-0087,6,2243.43,2024-05-18
O0006411,C00005,SKU-0043,8,645.90,2024-05-16
O0007092,C00274,SKU-0001,8,408.04,2024-05-26
O0006919,C00703,SKU-0124,4,426.77,2024-05-03
O0007921,C00109,SKU-0119,3,455.20,2024-05-26
O0006703,C00840,SKU-0058,2,736.03,2024-05-16
O0007894,C00739,SKU-0048,2,632.62,2024-05-15
O0007900,C00736,SKU-0029,5,1982.45,2024-05-06
O0007418,C00186,SKU-0036,8,484.57,2024-05-13
O0007334,C00455,SKU-0036,5,287.83,2024-05-19
O0006431,C01075,SKU-0078,2,832.42,2024-05-20
O0007059,C00176,SKU-0148,7,1579.00,2024-05-06
O0007270,C00426,SKU-0053,7,412.21,2024-05-16
O0007714,C00417,SKU-0057,6,1787.03,2024-05-07
O0006706,C00348,SKU-0021,7,2411.85,2024-05-14
O0006833,C00943,SKU-0007,4,1710.50,2024-05-24
O0007132,C00353,SKU-0099,7,2963.17,2024-05-02
O0007103,C01171,SKU-0131,6,2270.35,2024-05-07
O0007503,C00364,SKU-0083,5,2135.96,2024-05-30
O0007746,C01116,SKU-0116,7,2218.75,2024-05-27
O0006762,C00934,SKU-0002,1,315.42,2024-05-21
O0007001,C00850,SKU-0011,4,1778.53,2024-05-27
O0006846,C00199,SKU-0124,1,104.54,2024-05-06
O0007525,C00425,SKU-0094,2,507.24,2024-05-14
O0007813,C00572,SKU-0036,8,482.17,2024-05-01
O0007692,C01143,SKU-0073,8,3230.48,2024-05-08
O0006449,C00109,SKU-0034,1,157.68,2024-05-18
O0007151,C01192,SKU-0039,1,462.19,2024-05-17
O0007453,C00160,SKU-0141,3,1293.76,2024-05-21
O0006805,C00951,SKU-0142,3,34.03,2024-05-18
O0007807,C01151,SKU-0101,6,2018.75,2024-05-25
O0006976,C00573,SKU-0024,8,3722.11,2024-05-22
O0007188,C00739,SKU-0002,2,646.50,2024-05-18
O0007685,C00043,SKU-0068,5,959.57,2024-05-23
O0007130,C00908,SKU-0111,8,1081.52,2024-05-12
O0007625,C00363,SKU-0062,2,90.21,2024-05-14
O0007690,C01036,SKU-0046,5,620.58,2024-05-29
O0007593,C01230,SKU-0132,1,384.21,2024-05-05
O0007070,C00865,SKU-0121,2,308.85,2024-05-20
O0006564,C01248,SKU-0130,6,2200.05,2024-05-22
O0006947,C00765,SKU-0008,2,290.99,2024-05-13
O0006471,C00934,SKU-0050,3,15.57,2024-05-27
O0007050,C00032,SKU-0083,7,3255.78,2024-05-20
O0006456,C00967,SKU-0097,7,1775.59,2024-05-17
O0007014,C00736,SKU-0070,2,947.18,2024-05-10
O0006773,C00519,SKU-0015,4,1201.83,2024-05-05
O0007232,C00095,SKU-0015,1,308.83,2024-05-05
O0006875,C01156,SKU-0045,5,27.11,2024-05-01
O0007283,C01220,SKU-0021,7,2187.61,2024-05-22
O0007720,C00166,SKU-0021,8,2802.45,2024-05-03
O0007117,C00195,SKU-0116,7,2292.77,2024-05-23
O0007003,C01126,SKU-0134,6,2861.46,2024-05-15
O0007410,C01187,SKU-0112,3,195.00,2024-05-26
O0007413,C00395,SKU-0093,6,1612.95,2024-05-12
O0006946,C00623,SKU-0149,5,409.76,2024-05-26
O0006686,C00085,SKU-0116,6,1994.20,2024-05-27
O0006596,C00786,SKU-0102,4,1730.75,2024-05-17
O0007430,C01160,SKU-0084,4,1510.45,2024-05-01
O0006629,C01068,SKU-0065,2,581.21,2024-05-17
O0007020,C00015,SKU-0055,8,723.71,2024-05-20
O0007591,C00476,SKU-0119,2,320.53,2024-05-01
O0007946,C01074,SKU-0108,8,1230.04,2024-05-22
O0007731,C01089,SKU-0146,2,907.07,2024-05-21
O0006878,C00626,SKU-0057,5,1530.02,2024-05-12
O0006684,C00240,SKU-0035,3,1148.98,2024-05-27
O0007559,C00893,SKU-0105,6,1272.70,2024-05-05
O0007585,C00016,SKU-0150,7,1019.01,2024-05-01
O0006502,C01236,SKU-0122,6,2174.34,2024-05-16
O0006723,C00984,SKU-0051,1,232.08,2024-05-07
O0007663,C01033,SKU-0128,3,1178.36,2024-05-11
O0007842,C01026,SKU-0029,2,791.78,2024-05-03
O0007486,C01095,SKU-0033,8,525.10,2024-05-19
O0007036,C00331,SKU-0060,3,1518.20,2024-05-06
O0007141,C00608,SKU-0136,7,642.20,2024-05-25
O0006620,C01187,SKU-0076,1,139.91,2024-05-25
O0006423,C00247,SKU-0036,2,112.18,2024-05-06
O0006417,C00453,SKU-0070,6,2469.16,2024-05-08
O0007755,C00305,SKU-0037,6,746.72,2024-05-19
O0006788,C00964,SKU-0073,1,374.20,2024-05-21
O0006678,C00163,SKU-0055,3,300.28,2024-05-26
O0007764,C00902,SKU-0018,5,745.68,2024-05-13
O0007175,C01033,SKU-0012,5,683.13,2024-05-02
O0006527,C01196,SKU-0016,3,788.72,2024-05-28
O0007280,C00746,SKU-0144,3,1363.66,2024-05-19
O0006908,C00949,SKU-0059,8,3492.31,2024-05-23
O0006711,C00260,SKU-0062,2,95.25,2024-05-11
O0007796,C00848,SKU-0105,7,1526.38,2024-05-05
O0007085,C00333,SKU-0050,2,10.97,2024-05-24
O0006676,C01006,SKU-0057,5,1476.18,2024-05-24
O0006770,C00118,SKU-0029,1,428.65,2024-05-15
O0006577,C00853,SKU-0135,1,12.16,2024-05-16
O0007794,C00612,SKU-0017,7,3152.88,2024-05-09
O0006587,C00716,SKU-0077,3,1519.34,2024-05-01
O0006768,C01246,SKU-0022,1,249.40,2024-05-28
O0007422,C00102,SKU-0062,3,154.31,2024-05-07
O0006434,C00064,SKU-0141,2,866.50,2024-05-16
O0007521,C00821,SKU-0041,4,322.14,2024-05-20
O0006828,C00580,SKU-0062,2,88.39,2024-05-04
O0007097,C00494,SKU-0080,8,3407.44,2024-05-01
O0007974,C00911,SKU-0011,7,3426.10,2024-05-05
O0007810,C01022,SKU-0088,3,290.41,2024-05-23
O0006853,C00992,SKU-0023,7,1451.81,2024-05-17
O0007695,C00132,SKU-0048,4,1318.80,2024-05-06
O0006781,C00959,SKU-0117,4,1182.60,2024-05-22
O0007276,C00722,SKU-0107,8,1553.39,2024-05-05
O0007099,C01149,SKU-0026,4,785.57,2024-05-19
O0007296,C00032,SKU-0141,2,863.62,2024-05-11
O0007765,C00793,SKU-0118,6,1329.40,2024-05-16
O0007883,C00539,SKU-0106,6,1296.89,2024-05-04
O0007984,C00389,SKU-0068,8,1524.20,2024-05-26
O0007837,C00531,SKU-0065,3,808.66,2024-05-14
O0007545,C01012,SKU-0024,6,2504.66,2024-05-03
O0007355,C00952,SKU-0024,2,956.22,2024-05-15
O0006539,C01137,SKU-0125,7,3110.33,2024-05-16
O0007006,C00524,SKU-0092,8,328.17,2024-05-10
O0007167,C01160,SKU-0143,7,2002.14,2024-05-01
O0007846,C01078,SKU-0060,5,2336.33,2024-05-18
O0007274,C00406,SKU-0141,4,1657.83,2024-05-24
O0007251,C01120,SKU-0143,4,1132.84,2024-05-07
O0007742,C00527,SKU-0055,2,191.98,2024-05-13
O0007654,C00915,SKU-0024,5,2096.87,2024-05-28
O0006500,C00449,SKU-0009,5,790.58,2024-05-14
O0007419,C00662,SKU-0077,5,2388.70,2024-05-29
O0007297,C00457,SKU-0113,6,481.28,2024-05-20
O0006784,C00346,SKU-0013,8,3078.49,2024-05-27
O0006432,C00197,SKU-0047,7,1280.49,2024-05-11
O0007424,C01235,SKU-0018,7,1079.79,2024-05-01
O0006674,C00966,SKU-0048,6,1928.79,2024-05-07
O0006579,C00479,SKU-0075,4,876.20,2024-05-30
O0007843,C00171,SKU-0005,2,774.31,2024-05-17
O0006507,C00569,SKU-0111,8,995.85,2024-05-23
O0007778,C00204,SKU-0027,3,921.95,2024-05-26
O0007288,C00876,SKU-0020,7,1133.76,2024-05-17
O0007642,C00244,SKU-0019,3,292.23,2024-05-28
O0007285,C00564,SKU-0132,3,1119.21,2024-05-07
O0007377,C01172,SKU-0139,5,714.45,2024-05-29
O0007779,C00927,SKU-0099,7,2605.80,2024-05-28
O0007535,C00407,SKU-0031,5,1407.71,2024-05-23
O0007959,C00260,SKU-0135,5,56.98,2024-05-20
O0007133,C00369,SKU-0047,1,195.50,2024-05-17
O0006807,C00745,SKU-0073,8,3367.37,2024-05-03
O0007782,C00729,SKU-0146,6,2953.69,2024-05-10
O0007867,C00927,SKU-0066,5,2151.05,2024-05-02
O0007753,C00446,SKU-0113,5,404.55,2024-05-26
O0007552,C00170,SKU-0061,2,177.34,2024-05-20
O0007042,C01152,SKU-0075,5,1044.95,2024-05-27
O0006953,C01233,SKU-0149,7,581.31,2024-05-05
O0007674,C00127,SKU-0009,4,630.23,2024-05-07
O0006854,C00440,SKU-0039,1,508.41,2024-05-29
O0006884,C00584,SKU-0056,8,3962.33,2024-05-15
O0006420,C00819,SKU-0085,3,1037.60,2024-05-21
O0006561,C01227,SKU-0084,7,2730.55,2024-05-09
O0007639,C00721,SKU-0081,8,1008.33,2024-05-24
O0007566,C00321,SKU-0144,6,2472.46,2024-05-26
O0006880,C00107,SKU-0123,2,336.76,2024-05-18
O0007809,C00645,SKU-0078,5,2169.94,2024-05-10
O0007435,C01234,SKU-0084,7,2522.37,2024-05-26
O0007010,C00665,SKU-0122,5,1890.99,2024-05-27
O0007619,C00874,SKU-0079,2,18.26,2024-05-05
O0007757,C01060,SKU-0070,7,3209.80,2024-05-10
O0007607,C00610,SKU-0075,3,618.48,2024-05-23
O0007924,C00234,SKU-0069,4,1321.04,2024-05-12
O0006972,C00636,SKU-0049,5,734.75,2024-05-24
O0007592,C01062,SKU-0012,1,124.56,2024-05-18
O0007021,C00816,SKU-0044,6,955.76,2024-05-27
O0007595,C00342,SKU-0075,4,780.40,2024-05-08
O0006654,C01193,SKU-0031,1,266.24,2024-05-08
O0007298,C00378,SKU-0150,6,917.59,2024-05-07
O0006479,C00469,SKU-0139,4,605.02,2024-05-24
O0006917,C01237,SKU-0134,1,428.05,2024-05-25
O0006855,C00058,SKU-0144,7,2990.81,2024-05-09
O0007997,C01209,SKU-0037,2,269.27,2024-05-31
O0007002,C01236,SKU-0112,5,314.45,2024-05-28
O0007160,C00392,SKU-0070,3,1424.26,2024-05-20
O0006950,C00795,SKU-0050,1,4.98,2024-05-10
O0006462,C00328,SKU-0076,4,573.32,2024-05-02
O0006547,C00368,SKU-0102,1,426.33,2024-05-08
O0006829,C01098,SKU-0070,3,1343.40,2024-05-28
O0007909,C01021,SKU-0070,8,3550.55,2024-05-29
O0006444,C00732,SKU-0099,5,2109.74,2024-05-04
O0007980,C00059,SKU-0081,3,358.48,2024-05-13
O0006971,C01217,SKU-0048,6,1903.19,2024-05-25
O0006909,C00619,SKU-0121,3,458.19,2024-05-28
O0007327,C01076,SKU-0030,4,1524.16,2024-05-14
O0006533,C00553,SKU-0005,2,830.61,2024-05-25
O0007053,C01170,SKU-0066,5,2115.07,2024-05-23
O0007904,C01175,SKU-0022,2,508.35,2024-05-09
O0006591,C00289,SKU-0010,6,319.88,2024-05-07
O0007856,C01177,SKU-0131,1,364.86,2024-05-27
O0006492,C00572,SKU-0148,6,1210.78,2024-05-10
O0007707,C01031,SKU-0034,2,293.71,2024-05-11
O0007640,C00813,SKU-0088,1,97.96,2024-05-28
O0006771,C00831,SKU-0119,8,1216.62,2024-05-06
O0006503,C01176,SKU-0142,3,35.19,2024-05-07
O0007254,C01047,SKU-0115,4,913.06,2024-05-15
O0006720,C00075,SKU-0040,1,378.68,2024-05-02
O0006541,C00218,SKU-0060,4,1865.73,2024-05-16
O0007630,C00690,SKU-0063,8,1481.77,2024-05-22
O0006673,C00937,SKU-0106,2,382.90,2024-05-29
O0007084,C00642,SKU-0037,6,744.12,2024-05-13
O0006741,C00217,SKU-0098,6,2957.70,2024-05-03
O0007146,C00826,SKU-0015,6,1691.15,2024-05-12
O0007207,C01186,SKU-0107,2,386.00,2024-05-17
O0007687,C00102,SKU-0011,2,867.61,2024-05-05
O0007967,C00176,SKU-0029,8,3419.27,2024-05-12
O0007631,C00736,SKU-0096,8,439.55,2024-05-19
O0006993,C01087,SKU-0083,5,2046.84,2024-05-29
O0007627,C00027,SKU-0061,4,346.90,2024-05-23
O0007126,C00558,SKU-0027,7,2188.97,2024-05-12
O0007575,C00276,SKU-0046,6,709.28,2024-05-03
O0007029,C00471,SKU-0148,5,971.83,2024-05-17
O0007438,C00803,SKU-0127,3,581.05,2024-05-22
O0007882,C00848,SKU-0031,3,837.28,2024-05-11
O0007818,C01011,SKU-0028,1,406.81,2024-05-25
O0007225,C00778,SKU-0146,2,896.63,2024-05-27
O0006783,C00519,SKU-0144,5,2032.49,2024-05-14
O0007931,C01170,SKU-0089,4,912.70,2024-05-14
O0007971,C00307,SKU-0145,6,834.65,2024-05-29
O0006734,C01127,SKU-0048,6,1947.25,2024-05-29
O0007948,C01229,SKU-0150,5,713.25,2024-05-12
O0006819,C00995,SKU-0080,8,3287.17,2024-05-09
O0007012,C01057,SKU-0092,7,264.55,2024-05-07
O0007976,C00978,SKU-0086,4,1309.23,2024-05-10
O0006893,C00858,SKU-0088,4,366.61,2024-05-11
O0007686,C01148,SKU-0022,5,1175.99,2024-05-19
O0006530,C01247,SKU-0129,5,1638.92,2024-05-14
O0007030,C00690,SKU-0050,7,38.77,2024-05-03
O0006679,C00380,SKU-0134,7,3064.67,2024-05-12
O0007864,C00940,SKU-0084,8,3001.95,2024-05-10
O0007888,C01110,SKU-0150,6,834.63,2024-05-07
O0007557,C00684,SKU-0070,1,435.37,2024-05-28
O0007425,C00267,SKU-0118,1,214.28,2024-05-14
O0007689,C00917,SKU-0133,8,1999.11,2024-05-05
O0007060,C00019,SKU-0077,5,2578.38,2024-05-30
O0006474,C01126,SKU-0037,7,945.85,2024-05-04
O0007371,C01042,SKU-0016,6,1667.42,2024-05-01
O0007713,C00351,SKU-0130,1,358.60,2024-05-22
O0006997,C00796,SKU-0127,2,415.07,2024-05-17
O0007519,C00756,SKU-0052,3,97.72,2024-05-02
O0007515,C01068,SKU-0017,5,2153.14,2024-05-30
O0007855,C00662,SKU-0014,5,661.75,2024-05-23
O0007087,C00420,SKU-0144,1,440.83,2024-05-08
O0007939,C00211,SKU-0035,5,1974.05,2024-05-18
O0007915,C00831,SKU-0048,7,2211.25,2024-05-12
O0006761,C00776,SKU-0026,1,212.29,2024-05-19
O0007808,C01032,SKU-0121,7,973.17,2024-05-05
O0007158,C00792,SKU-0058,1,379.69,2024-05-31
O0006707,C01191,SKU-0081,4,523.10,2024-05-21
O0006562,C00100,SKU-0094,7,1786.13,2024-05-14
O0006494,C00899,SKU-0062,5,253.74,2024-05-14
O0007724,C00585,SKU-0097,3,880.28,2024-05-23
O0006482,C01242,SKU-0088,7,709.28,2024-05-23
O0007770,C00136,SKU-0047,3,565.80,2024-05-23
O0007369,C01163,SKU-0103,3,861.25,2024-05-30
O0007401,C01066,SKU-0056,1,466.97,2024-05-03
O0006910,C00576,SKU-0049,7,895.24,2024-05-24
O0006709,C00232,SKU-0082,8,2154.05,2024-05-02
O0007120,C01169,SKU-0072,5,2283.20,2024-05-27
O0006521,C00639,SKU-0116,6,2034.07,2024-05-30
O0006836,C00573,SKU-0021,8,2728.13,2024-05-08
O0006621,C00755,SKU-0001,3,156.90,2024-05-05
O0006467,C00212,SKU-0021,2,693.43,2024-05-31
O0007792,C00374,SKU-0135,4,49.06,2024-05-08
O0007970,C00459,SKU-0095,2,632.04,2024-05-14
O0006447,C00768,SKU-0120,4,1740.51,2024-05-06
O0006834,C01197,SKU-0027,7,2231.54,2024-05-12
O0007474,C00479,SKU-0037,6,776.47,2024-05-13
O0007710,C00217,SKU-0143,8,2368.44,2024-05-11
O0007729,C00613,SKU-0130,3,1032.97,2024-05-30
O0007561,C00355,SKU-0133,3,721.32,2024-05-04
O0006465,C00495,SKU-0125,3,1247.09,2024-05-27
O0007951,C00395,SKU-0140,5,1702.23,2024-05-07
O0007947,C00194,SKU-0128,8,3240.98,2024-05-06
O0006832,C00455,SKU-0088,8,824.38,2024-05-24
O0007349,C00770,SKU-0004,4,1303.13,2024-05-14
O0007069,C01110,SKU-0138,3,329.82,2024-05-15
O0006787,C00913,SKU-0144,2,885.19,2024-05-17
O0007933,C01034,SKU-0031,1,274.56,2024-05-08
O0007603,C00805,SKU-0125,5,2326.64,2024-05-27
O0006628,C00826,SKU-0040,1,328.22,2024-05-06
O0007512,C00040,SKU-0092,5,210.99,2024-05-27
O0007426,C00242,SKU-0032,2,363.25,2024-05-14
O0006898,C00428,SKU-0129,1,370.48,2024-05-18
