order_id,customer_id,sku,quantity,revenue_usd,order_date
O0000091,C00862,SKU-0067,4,695.21,2024-01-03
O0001179,C00748,SKU-0029,8,3266.09,2024-01-15
O0000329,C00466,SKU-0027,5,1425.94,2024-01-11
O0000904,C00101,SKU-0110,1,23.62,2024-01-24
O0000527,C00244,SKU-0061,3,263.95,2024-01-01
O0000177,C00871,SKU-0031,7,1922.21,2024-01-23
O0000770,C00546,SKU-0087,8,2888.78,2024-01-08
O0000466,C00644,SKU-0076,6,814.73,2024-01-03
O0001325,C00384,SKU-0054,6,45.40,2024-01-14
O0000805,C00308,SKU-0016,4,1174.35,2024-01-26
O0000305,C00643,SKU-0145,4,497.01,2024-01-03
O0000204,C00435,SKU-0010,8,468.48,2024-01-15
O0001533,C01240,SKU-0102,4,1649.28,2024-01-07
O0000325,C01154,SKU-0029,3,1228.77,2024-01-26
O0000213,C00747,SKU-0150,8,1105.97,2024-01-20
O0001203,C00143,SKU-0067,4,687.99,2024-01-19
O0000179,C00464,SKU-0058,8,2890.35,2024-01-05
O0000879,C00897,SKU-0048,1,306.52,2024-01-27
O0001358,C00668,SKU-0001,3,155.49,2024-01-09
O0001133,C01092,SKU-0113,3,271.18,2024-01-31
O0000126,C00754,SKU-0048,5,1621.93,2024-01-04
O0000588,C00309,SKU-0018,8,1190.32,2024-01-12
O0001371,C01193,SKU-0033,5,325.91,2024-01-22
O0000469,C01240,SKU-0048,4,1209.27,2024-01-30
O0001599,C00974,SKU-0039,7,3140.12,2024-01-13
O0001043,C00451,SKU-0058,7,2707.77,2024-01-21
O0000578,C00940,SKU-0033,1,57.56,2024-01-25
O0000557,C00368,SKU-0022,6,1405.51,2024-01-31
O0000982,C00551,SKU-0124,2,217.73,2024-01-29
O0000540,C00219,SKU-0144,3,1306.13,2024-01-30
O0000290,C00382,SKU-0123,1,178.30,2024-01-30
O0001417,C00961,SKU-0008,7,1042.79,2024-01-24
O0000383,C00561,SKU-0006,2,870.46,2024-01-13
O0000934,C01171,SKU-0143,2,614.87,2024-01-10
O0001250,C00462,SKU-0089,8,1743.27,2024-01-04
O0000056,C01011,SKU-0130,1,343.21,2024-01-27
O0000369,C00821,SKU-0119,2,305.59,2024-01-13
O0001078,C00532,SKU-0050,4,20.83,2024-01-18
O0000720,C00856,SKU-0032,7,1239.52,2024-01-18
O0000768,C00462,SKU-0076,5,763.05,2024-01-15
O0001207,C01149,SKU-0003,8,3583.68,2024-01-30
O0001157,C00562,SKU-0106,5,1087.00,2024-01-26
O0001178,C00547,SKU-0057,4,1197.78,2024-01-12
O0000243,C00027,SKU-0068,8,1429.87,2024-01-06
O0001087,C00745,SKU-0013,2,761.00,2024-01-30
O0000809,C01033,SKU-0033,1,61.80,2024-01-24
O0000957,C00732,SKU-0038,1,292.45,2024-01-16
O0000428,C00713,SKU-0077,6,2713.13,2024-01-07
O0000794,C00078,SKU-0071,2,505.79,2024-01-09
O0000938,C00185,SKU-0139,2,288.92,2024-01-25
O0000694,C00843,SKU-0102,3,1161.35,2024-01-10
O0001386,C00018,SKU-0134,2,877.09,2024-01-12
O0001593,C00054,SKU-0079,5,43.88,2024-01-25
O0001092,C00069,SKU-0118,2,430.58,2024-01-02
O0000541,C00942,SKU-0147,1,44.59,2024-01-10
O0001535,C00258,SKU-0011,8,3465.37,2024-01-30
O0000611,C00999,SKU-0032,8,1524.86,2024-01-21
O0000605,C00202,SKU-0066,5,2264.01,2024-01-26
O0001566,C00720,SKU-0010,7,398.72,2024-01-17
O0001042,C00851,SKU-0048,3,933.09,2024-01-09
O0000561,C00098,SKU-0005,5,2065.84,2024-01-23
O0001486,C01203,SKU-0133,1,276.69,2024-01-18
O0000808,C00697,SKU-0015,2,633.29,2024-01-02
O0001376,C00085,SKU-0023,2,399.50,2024-01-07
O0000335,C00643,SKU-0024,5,2256.06,2024-01-15
O0000334,C00960,SKU-0015,6,1863.58,2024-01-20
O0001513,C00166,SKU-0095,2,665.49,2024-01-27
O0001397,C00336,SKU-0137,7,2757.83,2024-01-16
O0000062,C00968,SKU-0026,3,638.22,2024-01-23
O0000728,C01218,SKU-0027,2,606.11,2024-01-11
O0000744,C00425,SKU-0125,7,2973.06,2024-01-04
O0001156,C01061,SKU-0113,5,400.40,2024-01-24
O0000705,C00917,SKU-0026,6,1234.95,2024-01-11
O0000637,C00100,SKU-0083,2,949.07,2024-01-16
O0000014,C01089,SKU-0047,4,739.09,2024-01-29
O0001554,C00508,SKU-0039,4,1908.08,2024-01-27
O0000929,C00432,SKU-0064,1,251.17,2024-01-26
O0001023,C00699,SKU-0007,3,1134.59,2024-01-30
O0000551,C01017,SKU-0076,3,406.44,2024-01-24
O0000712,C00946,SKU-0083,1,453.61,2024-01-21
O0001022,C01024,SKU-0117,5,1533.57,2024-01-13
O0000871,C00464,SKU-0005,8,3325.44,2024-01-03
O0001140,C00608,SKU-0054,6,45.56,2024-01-25
O0001173,C00361,SKU-0085,4,1268.68,2024-01-06
O0001229,C00282,SKU-0098,8,3889.30,2024-01-18
O0000546,C01064,SKU-0103,5,1361.07,2024-01-09
O0000104,C00085,SKU-0083,4,1799.22,2024-01-21
O0000375,C00582,SKU-0062,3,141.60,2024-01-11
O0001519,C00748,SKU-0138,2,215.75,2024-01-14
O0000901,C00356,SKU-0008,7,1130.02,2024-01-30
O0000680,C01025,SKU-0128,6,2146.95,2024-01-20
O0001528,C00827,SKU-0108,7,1059.76,2024-01-23
O0000732,C00163,SKU-0130,7,2477.93,2024-01-16
O0000326,C00739,SKU-0105,8,1698.70,2024-01-30
O0001275,C01097,SKU-0012,7,869.13,2024-01-09
O0000501,C00921,SKU-0127,1,189.64,2024-01-04
O0000760,C00209,SKU-0119,1,163.86,2024-01-24
O0000864,C00704,SKU-0147,3,135.27,2024-01-27
O0001037,C00458,SKU-0082,2,511.01,2024-01-21
O0000487,C00006,SKU-0107,2,416.62,2024-01-26
O0001338,C01008,SKU-0111,7,911.09,2024-01-06
O0001540,C00584,SKU-0139,6,929.97,2024-01-28
O0000810,C00056,SKU-0011,6,2946.62,2024-01-23
O0000134,C00091,SKU-0124,1,102.82,2024-01-07
O0000524,C01029,SKU-0050,5,24.29,2024-01-30
O0001444,C00260,SKU-0037,8,1065.04,2024-01-20
O0001151,C00915,SKU-0092,3,122.03,2024-01-14
O0000102,C00378,SKU-0013,7,2746.20,2024-01-14
O0001368,C00107,SKU-0037,3,389.73,2024-01-05
O0000803,C00280,SKU-0136,6,497.49,2024-01-06
O0001369,C00202,SKU-0105,1,206.82,2024-01-28
O0000298,C00092,SKU-0052,4,123.18,2024-01-13
O0000956,C00508,SKU-0011,3,1430.30,2024-01-02
O0000477,C00112,SKU-0076,3,443.94,2024-01-05
O0001285,C00768,SKU-0071,1,260.22,2024-01-27
O0000453,C00473,SKU-0135,5,59.77,2024-01-30
O0000715,C00986,SKU-0039,1,495.66,2024-01-14
O0000991,C00356,SKU-0133,5,1318.95,2024-01-28
O0000203,C00101,SKU-0140,3,1067.60,2024-01-08
O0001110,C00746,SKU-0023,3,568.67,2024-01-17
O0000145,C00039,SKU-0094,7,1926.38,2024-01-26
O0000380,C00031,SKU-0094,7,1988.20,2024-01-06
O0000716,C00118,SKU-0115,5,1105.97,2024-01-04
O0000159,C00075,SKU-0032,8,1569.08,2024-01-08
O0000460,C01024,SKU-0074,5,936.60,2024-01-23
O0000757,C01239,SKU-0013,4,1680.44,2024-01-24
O0000233,C00454,SKU-0147,2,92.11,2024-01-09
O0000261,C01024,SKU-0121,6,854.94,2024-01-05
O0000507,C01110,SKU-0065,2,558.84,2024-01-07
O0001045,C00031,SKU-0093,1,239.15,2024-01-25
O0001568,C00316,SKU-0114,8,2454.49,2024-01-03
O0000741,C01247,SKU-0006,5,2071.86,2024-01-04
O0000843,C00349,SKU-0006,2,939.21,2024-01-09
O0000939,C00044,SKU-0047,1,203.69,2024-01-25
O0000144,C00041,SKU-0015,7,2220.20,2024-01-03
O0000025,C00637,SKU-0121,2,290.92,2024-01-15
O0000771,C00957,SKU-0031,6,1496.42,2024-01-07
O0000470,C00134,SKU-0014,6,818.10,2024-01-03
O0000247,C00155,SKU-0086,7,2222.52,2024-01-04
O0000458,C00574,SKU-0021,7,2267.27,2024-01-21
O0000602,C00313,SKU-0147,1,45.24,2024-01-09
O0000572,C00296,SKU-0007,5,1978.90,2024-01-10
O0000660,C00922,SKU-0008,4,598.43,2024-01-24
O0001464,C01030,SKU-0137,5,2055.99,2024-01-17
O0000538,C00763,SKU-0021,2,631.93,2024-01-30
O0001431,C00035,SKU-0053,6,361.72,2024-01-04
O0000347,C01131,SKU-0135,2,24.70,2024-01-25
O0000710,C00289,SKU-0084,4,1409.37,2024-01-05
O0001204,C00851,SKU-0089,2,488.27,2024-01-08
O0000963,C00591,SKU-0137,3,1239.41,2024-01-04
O0000942,C00307,SKU-0148,5,1052.60,2024-01-16
O0000245,C01157,SKU-0067,6,932.79,2024-01-12
O0000509,C00102,SKU-0142,6,65.55,2024-01-11
O0000672,C01212,SKU-0119,5,831.21,2024-01-04
O0000080,C00690,SKU-0043,4,375.51,2024-01-14
O0000064,C00082,SKU-0128,6,2491.22,2024-01-07
O0001556,C00815,SKU-0117,4,1184.12,2024-01-02
O0000228,C01156,SKU-0032,6,1113.82,2024-01-16
O0000553,C00963,SKU-0076,2,277.70,2024-01-02
O0000449,C01057,SKU-0029,4,1544.34,2024-01-01
O0000454,C01019,SKU-0082,4,1073.54,2024-01-30
O0000990,C01088,SKU-0032,5,982.17,2024-01-02
O0001252,C00710,SKU-0027,5,1502.10,2024-01-23
O0001086,C01140,SKU-0119,7,1099.94,2024-01-15
O0000336,C00978,SKU-0058,5,2072.80,2024-01-02
O0000882,C00773,SKU-0071,7,1747.39,2024-01-24
O0000797,C00635,SKU-0139,2,290.57,2024-01-05
O0001363,C00012,SKU-0077,6,2903.38,2024-01-18
O0000319,C00260,SKU-0092,8,299.96,2024-01-03
O0001407,C00710,SKU-0091,2,559.85,2024-01-19
O0001197,C01149,SKU-0022,7,1691.31,2024-01-03
O0000073,C00357,SKU-0021,4,1285.97,2024-01-03
O0000936,C01116,SKU-0056,1,495.55,2024-01-23
O0000972,C01103,SKU-0042,8,1335.54,2024-01-18
O0000640,C00072,SKU-0141,3,1377.87,2024-01-28
O0000003,C01106,SKU-0024,2,874.00,2024-01-04
O0000132,C00385,SKU-0005,6,2349.83,2024-01-19
O0001477,C00260,SKU-0062,4,192.53,2024-01-03
O0000048,C00966,SKU-0035,8,3272.43,2024-01-21
O0001587,C01140,SKU-0062,4,194.16,2024-01-02
O0000653,C00294,SKU-0113,7,617.48,2024-01-20
O0001143,C00217,SKU-0065,2,628.06,2024-01-21
O0001356,C01168,SKU-0050,1,5.29,2024-01-19
O0000877,C00954,SKU-0119,3,472.72,2024-01-13
O0000814,C00562,SKU-0134,8,3754.13,2024-01-23
O0000559,C00674,SKU-0026,6,1180.53,2024-01-23
O0001475,C00150,SKU-0021,2,641.26,2024-01-20
O0000182,C00527,SKU-0094,5,1428.01,2024-01-29
O0000474,C00570,SKU-0095,1,302.02,2024-01-07
O0001518,C00494,SKU-0146,6,2893.02,2024-01-02
O0000558,C00115,SKU-0031,1,266.54,2024-01-09
O0001202,C00850,SKU-0088,7,636.36,2024-01-22
O0000548,C00476,SKU-0090,7,1843.78,2024-01-21
O0000887,C00833,SKU-0093,1,242.58,2024-01-29
O0000861,C00979,SKU-0128,1,383.05,2024-01-16
O0000191,C00060,SKU-0119,5,828.25,2024-01-04
O0000476,C00339,SKU-0004,8,2937.19,2024-01-05
O0000681,C00775,SKU-0105,6,1274.97,2024-01-29
O0000961,C00203,SKU-0030,2,735.76,2024-01-28
O0000926,C00163,SKU-0130,5,1643.95,2024-01-30
O0001541,C00757,SKU-0100,2,155.31,2024-01-20
O0001330,C00188,SKU-0108,6,970.14,2024-01-13
O0001211,C00912,SKU-0051,4,869.60,2024-01-21
O0001372,C00172,SKU-0138,7,688.15,2024-01-14
O0001421,C01094,SKU-0058,1,402.03,2024-01-05
O0000316,C00936,SKU-0102,7,2844.90,2024-01-13
O0000967,C00113,SKU-0076,4,593.67,2024-01-25
O0000888,C01083,SKU-0045,8,42.30,2024-01-10
O0000595,C00788,SKU-0120,4,1727.22,2024-01-26
O0001432,C00838,SKU-0022,6,1478.94,2024-01-07
O0001234,C00017,SKU-0116,3,1001.21,2024-01-27
O0000471,C00942,SKU-0119,3,482.39,2024-01-30
O0000594,C00249,SKU-0024,5,2357.34,2024-01-21
O0000416,C01187,SKU-0022,1,228.00,2024-01-11
O0000656,C00348,SKU-0114,4,1290.09,2024-01-31
O0000659,C00220,SKU-0129,1,360.84,2024-01-27
O0000785,C00152,SKU-0122,8,3124.03,2024-01-20
O0000724,C00939,SKU-0007,8,3438.47,2024-01-08
O0001206,C00121,SKU-0003,6,2686.93,2024-01-22
O0000801,C00250,SKU-0141,2,886.15,2024-01-08
O0000455,C00905,SKU-0054,2,14.62,2024-01-22
O0000905,C00559,SKU-0047,4,719.05,2024-01-05
O0000001,C00040,SKU-0033,5,295.71,2024-01-27
O0000291,C01108,SKU-0113,8,653.32,2024-01-05
O0000601,C01172,SKU-0140,7,2443.15,2024-01-26
O0000851,C00868,SKU-0119,7,1131.87,2024-01-22
O0001316,C00808,SKU-0033,8,512.93,2024-01-10
O0001190,C00541,SKU-0035,4,1581.71,2024-01-03
O0000624,C00085,SKU-0060,2,1021.28,2024-01-24
O0000193,C00983,SKU-0089,1,214.70,2024-01-02
O0001441,C00922,SKU-0130,7,2262.12,2024-01-18
O0000164,C01139,SKU-0055,1,95.78,2024-01-12
O0001442,C00122,SKU-0001,6,324.13,2024-01-08
O0001114,C00429,SKU-0138,8,782.67,2024-01-22
O0000403,C00934,SKU-0022,4,946.34,2024-01-21
O0001370,C00090,SKU-0023,4,731.63,2024-01-23
O0001017,C00457,SKU-0064,1,279.48,2024-01-10
O0000252,C01175,SKU-0094,1,279.00,2024-01-14
O0001331,C00322,SKU-0125,6,2795.59,2024-01-24
O0000286,C01040,SKU-0119,6,932.78,2024-01-05
O0001322,C00903,SKU-0080,8,3136.47,2024-01-06
O0001463,C00845,SKU-0003,1,386.42,2024-01-05
O0000267,C00234,SKU-0121,5,683.80,2024-01-14
O0000663,C00507,SKU-0042,4,683.71,2024-01-25
O0000965,C00588,SKU-0142,5,54.54,2024-01-27
O0000473,C00470,SKU-0140,3,973.27,2024-01-05
O0000337,C00905,SKU-0095,4,1290.12,2024-01-24
O0000238,C01166,SKU-0135,3,33.47,2024-01-19
O0001563,C01228,SKU-0094,2,564.83,2024-01-27
O0000756,C00726,SKU-0099,7,2809.50,2024-01-20
O0001004,C00950,SKU-0108,4,655.72,2024-01-24
O0000029,C00475,SKU-0149,2,156.99,2024-01-24
O0000166,C01220,SKU-0021,8,2697.17,2024-01-08
O0000163,C00656,SKU-0010,5,291.07,2024-01-31
O0001340,C00862,SKU-0072,4,1838.04,2024-01-02
O0000815,C00440,SKU-0070,4,1906.63,2024-01-19
O0000438,C00867,SKU-0055,1,101.21,2024-01-03
O0001126,C01122,SKU-0055,5,482.65,2024-01-28
O0000907,C00272,SKU-0148,4,814.09,2024-01-23
O0000632,C00102,SKU-0129,4,1430.64,2024-01-04
O0000891,C00164,SKU-0143,2,547.79,2024-01-14
O0000015,C00012,SKU-0099,1,388.01,2024-01-14
O0001205,C00934,SKU-0135,6,70.82,2024-01-07
O0000154,C00676,SKU-0052,4,113.66,2024-01-15
O0000339,C00016,SKU-0036,7,415.29,2024-01-27
O0001367,C00469,SKU-0018,3,443.46,2024-01-14
O0000745,C00475,SKU-0110,6,135.13,2024-01-02
O0001317,C01173,SKU-0048,6,1967.15,2024-01-29
O0000946,C01239,SKU-0012,1,123.25,2024-01-29
O0000846,C00169,SKU-0110,5,113.88,2024-01-31
O0001302,C00782,SKU-0036,2,123.71,2024-01-13
O0000390,C00179,SKU-0049,2,280.72,2024-01-12
O0000648,C00927,SKU-0087,8,3139.72,2024-01-11
O0001411,C01149,SKU-0098,8,3484.47,2024-01-31
O0000994,C00250,SKU-0137,4,1542.78,2024-01-10
O0001274,C01137,SKU-0065,4,1223.65,2024-01-14
O0001584,C00212,SKU-0098,7,3423.34,2024-01-09
O0000862,C00756,SKU-0098,3,1399.18,2024-01-17
O0000414,C00252,SKU-0111,4,536.19,2024-01-16
O0000752,C00881,SKU-0061,5,490.86,2024-01-18
O0001050,C00625,SKU-0025,7,1587.70,2024-01-29
O0001287,C00263,SKU-0036,5,302.82,2024-01-24
O0000354,C01155,SKU-0138,7,703.30,2024-01-11
O0000515,C00894,SKU-0133,6,1664.43,2024-01-09
O0000590,C00706,SKU-0026,4,848.40,2024-01-24
O0000643,C00113,SKU-0036,4,239.22,2024-01-01
O0000146,C00834,SKU-0133,4,1029.21,2024-01-15
O0001039,C01166,SKU-0061,4,370.52,2024-01-11
O0000813,C00664,SKU-0129,6,2186.00,2024-01-13
O0000445,C00793,SKU-0079,2,18.82,2024-01-06
O0000937,C00780,SKU-0036,2,112.68,2024-01-07
O0001405,C00184,SKU-0027,5,1623.72,2024-01-20
O0001349,C00018,SKU-0053,7,425.34,2024-01-24
O0001125,C00835,SKU-0146,4,2076.47,2024-01-01
O0000019,C00487,SKU-0008,6,997.82,2024-01-07
O0001357,C00811,SKU-0039,7,3498.67,2024-01-06
O0001222,C01240,SKU-0015,4,1212.69,2024-01-19
O0001105,C00370,SKU-0119,2,348.18,2024-01-22
O0001413,C00022,SKU-0111,7,946.69,2024-01-27
O0000180,C01164,SKU-0121,3,426.56,2024-01-01
O0000987,C00938,SKU-0025,8,1722.71,2024-01-24
O0001242,C01022,SKU-0024,4,1831.98,2024-01-13
O0000576,C01235,SKU-0103,5,1384.74,2024-01-22
O0001099,C00226,SKU-0008,4,619.11,2024-01-20
O0000842,C00929,SKU-0081,1,130.31,2024-01-31
O0000574,C00240,SKU-0021,6,1889.72,2024-01-22
O0000565,C00060,SKU-0003,2,896.86,2024-01-09
O0000951,C00461,SKU-0027,8,2259.38,2024-01-25
O0000386,C00056,SKU-0039,2,931.89,2024-01-23
O0000481,C00436,SKU-0106,1,205.60,2024-01-21
O0000051,C01083,SKU-0040,8,2937.80,2024-01-12
O0000077,C00040,SKU-0134,6,2565.49,2024-01-15
O0000876,C01106,SKU-0053,6,359.71,2024-01-15
O0001090,C00567,SKU-0132,4,1527.69,2024-01-09
O0000123,C00352,SKU-0137,3,1315.36,2024-01-10
O0001575,C00796,SKU-0076,8,1184.48,2024-01-26
O0000002,C00918,SKU-0102,5,1965.52,2024-01-25
O0001392,C00492,SKU-0074,2,332.56,2024-01-22
O0000984,C01031,SKU-0039,8,4152.21,2024-01-03
O0001060,C01065,SKU-0003,7,2809.59,2024-01-12
O0001414,C00183,SKU-0149,1,79.30,2024-01-04
O0000761,C00253,SKU-0144,1,445.83,2024-01-23
O0001248,C00544,SKU-0068,8,1544.29,2024-01-26
O0000114,C00908,SKU-0043,5,460.65,2024-01-04
O0001451,C00840,SKU-0040,4,1321.28,2024-01-16
O0000055,C00398,SKU-0014,4,505.51,2024-01-04
O0001457,C00145,SKU-0057,5,1543.05,2024-01-01
O0000837,C01133,SKU-0012,4,506.61,2024-01-23
O0000351,C00016,SKU-0055,8,754.27,2024-01-01
O0000407,C00782,SKU-0039,4,1832.31,2024-01-30
O0001488,C00601,SKU-0075,2,391.45,2024-01-19
O0001243,C00906,SKU-0025,4,876.59,2024-01-31
O0000110,C00124,SKU-0047,1,199.27,2024-01-14
O0001600,C00113,SKU-0134,8,3478.02,2024-01-05
O0000731,C00654,SKU-0077,7,3347.70,2024-01-29
O0000743,C00884,SKU-0014,7,921.89,2024-01-30
O0000465,C00209,SKU-0090,3,829.36,2024-01-23
O0001026,C00389,SKU-0072,2,1020.68,2024-01-01
O0001246,C00120,SKU-0046,3,397.57,2024-01-15
O0000954,C00811,SKU-0130,7,2385.69,2024-01-24
O0001032,C01107,SKU-0031,1,257.13,2024-01-31
O0000402,C00493,SKU-0113,4,336.44,2024-01-02
O0000099,C00391,SKU-0100,7,488.70,2024-01-18
O0000119,C01056,SKU-0017,8,3786.25,2024-01-08
O0000103,C00676,SKU-0149,2,162.15,2024-01-25
O0001337,C01189,SKU-0035,2,765.74,2024-01-26
O0001236,C01183,SKU-0130,3,1092.77,2024-01-13
O0001018,C00218,SKU-0007,5,1909.45,2024-01-10
O0001465,C00896,SKU-0018,3,424.54,2024-01-25
O0001139,C00969,SKU-0061,5,432.44,2024-01-11
O0001459,C00247,SKU-0099,7,2621.51,2024-01-22
O0001558,C01020,SKU-0146,2,949.37,2024-01-23
O0000451,C00230,SKU-0139,2,314.42,2024-01-31
O0001263,C00097,SKU-0070,2,866.04,2024-01-07
O0001268,C00890,SKU-0102,7,2845.91,2024-01-10
O0000767,C00162,SKU-0102,2,832.23,2024-01-14
O0001594,C01244,SKU-0059,1,461.29,2024-01-01
O0001402,C00679,SKU-0048,2,606.52,2024-01-02
O0001277,C00174,SKU-0134,5,2300.60,2024-01-24
O0001472,C01209,SKU-0119,8,1245.46,2024-01-19
O0000021,C00077,SKU-0020,3,466.81,2024-01-23
O0000600,C00836,SKU-0019,4,408.96,2024-01-04
O0001497,C00213,SKU-0140,5,1588.20,2024-01-25
O0001112,C00720,SKU-0018,8,1195.65,2024-01-19
O0001389,C00555,SKU-0100,4,281.97,2024-01-07
O0001245,C00285,SKU-0016,3,797.91,2024-01-13
O0001166,C00222,SKU-0020,2,326.36,2024-01-12
O0001149,C00315,SKU-0009,3,507.09,2024-01-29
O0000787,C00428,SKU-0095,1,329.92,2024-01-26
O0000221,C01137,SKU-0036,6,356.51,2024-01-29
O0000007,C00899,SKU-0133,7,1901.05,2024-01-07
O0000978,C00771,SKU-0136,2,169.58,2024-01-29
O0000992,C01041,SKU-0148,1,208.95,2024-01-17
O0001346,C00517,SKU-0114,6,1835.82,2024-01-26
O0000671,C01103,SKU-0063,2,345.19,2024-01-14
O0000175,C01011,SKU-0043,1,85.71,2024-01-15
O0001579,C00618,SKU-0112,1,65.13,2024-01-15
O0000239,C01000,SKU-0063,4,769.13,2024-01-21
O0000599,C00022,SKU-0111,1,120.61,2024-01-29
O0000825,C01108,SKU-0129,2,685.76,2024-01-04
O0001443,C00384,SKU-0039,8,3705.38,2024-01-19
O0000039,C01084,SKU-0096,3,166.38,2024-01-04
O0000355,C00038,SKU-0150,7,927.30,2024-01-07
O0001549,C00592,SKU-0037,6,770.73,2024-01-20
O0001310,C00072,SKU-0024,2,836.77,2024-01-25
O0000603,C00430,SKU-0113,2,175.64,2024-01-05
O0000665,C00495,SKU-0096,4,230.14,2024-01-13
O0000701,C00571,SKU-0097,7,1800.67,2024-01-16
O0000314,C00351,SKU-0132,5,1894.50,2024-01-22
O0001597,C00570,SKU-0109,7,2352.04,2024-01-30
O0001446,C00477,SKU-0130,3,1044.12,2024-01-30
O0001438,C00335,SKU-0030,2,730.74,2024-01-27
O0001424,C01051,SKU-0104,1,189.94,2024-01-04
O0000158,C00866,SKU-0125,3,1260.99,2024-01-07
O0000517,C00573,SKU-0069,6,1937.87,2024-01-21
